sleep_id,user_id,sleep_hours,sleep_quality_score,phone_before_bed
3147,1147,5.8,5.0,Yes
3148,1148,7.3,6.3,Yes
3149,1149,8.1,4.9,Yes
3150,1150,8.3,7.7,Yes
3151,1151,7.8,7.1,Yes
3152,1152,7.2,5.1,No
3153,1153,5.5,6.7,Yes
3154,1154,6.5,7.4,Yes
3155,1155,6.4,7.5,Yes
3156,1156,7.4,6.3,No
3157,1157,7.2,8.2,Yes
3158,1158,6.5,7.0,Yes
3159,1159,5.3,4.9,Yes
3160,1160,7.8,6.5,Yes
3161,1161,4.9,4.6,Yes
3162,1162,6.8,7.0,No
3163,1163,7.8,5.3,No
3164,1164,10.0,6.3,Yes
3165,1165,4.2,7.0,No
3166,1166,4.4,8.4,No
3167,1167,8.6,6.1,Yes
3168,1168,7.0,5.9,No
3169,1169,6.5,5.7,No
3170,1170,5.8,5.4,Yes
3171,1171,8.0,6.9,Yes
3172,1172,9.0,7.3,No
3173,1173,7.9,6.9,Yes
3174,1174,6.7,7.1,No
3175,1175,7.3,5.1,Yes
3176,1176,6.0,7.1,No
3177,1177,5.2,4.3,Yes
3178,1178,7.3,6.5,Yes
3179,1179,3.2,6.7,Yes
3180,1180,5.3,6.0,Yes
3181,1181,4.8,9.3,Yes
3182,1182,7.0,7.7,Yes
3183,1183,5.9,4.6,Yes
3184,1184,7.5,5.4,Yes
3185,1185,5.0,7.6,Yes
3186,1186,6.7,7.6,No
3187,1187,5.5,7.7,Yes
3188,1188,6.9,5.9,Yes
3189,1189,6.6,8.8,Yes
3190,1190,6.0,9.0,Yes
3191,1191,5.4,8.4,Yes
3192,1192,6.4,6.0,No
3193,1193,6.2,9.0,Yes
3194,1194,7.7,6.5,No
3195,1195,5.0,8.1,Yes
3196,1196,6.5,4.3,No
3197,1197,7.7,7.1,Yes
3198,1198,7.3,6.3,Yes
3199,1199,7.4,6.5,Yes
3200,1200,6.1,4.5,Yes
3201,1201,5.5,8.1,Yes
3202,1202,5.8,4.4,Yes
3203,1203,6.1,5.6,No
3204,1204,6.7,6.7,Yes
3205,1205,5.8,5.3,No
3206,1206,7.6,6.0,Yes
3207,1207,6.4,5.7,No
3208,1208,6.2,8.0,Yes
3209,1209,6.6,6.4,Yes
3210,1210,6.6,5.5,Yes
3211,1211,3.8,9.1,Yes
3212,1212,6.1,8.4,No
3213,1213,7.4,5.2,Yes
3214,1214,8.5,8.7,Yes
3215,1215,9.7,6.6,No
3216,1216,5.4,6.3,Yes
3217,1217,5.3,7.9,Yes
3218,1218,6.1,9.0,No
3219,1219,6.3,5.0,Yes
3220,1220,4.5,6.2,Yes
3221,1221,6.3,6.8,Yes
3222,1222,8.1,6.0,No
3223,1223,10.0,6.9,Yes
3224,1224,5.8,9.1,Yes
3225,1225,8.2,9.1,Yes
3226,1226,5.2,5.1,No
3227,1227,6.4,8.6,Yes
3228,1228,5.8,7.1,Yes
3229,1229,5.5,8.6,Yes
3230,1230,6.5,9.2,Yes
3231,1231,7.3,8.1,Yes
3232,1232,5.7,6.5,Yes
3233,1233,6.5,5.0,Yes
3234,1234,8.7,9.2,Yes
3235,1235,7.6,5.0,Yes
3236,1236,6.5,6.2,Yes
3237,1237,8.3,5.5,No
3238,1238,9.5,4.7,Yes
3239,1239,8.4,5.4,Yes
3240,1240,7.3,4.3,Yes
3241,1241,5.9,4.8,Yes
3242,1242,3.8,8.4,No
3243,1243,5.1,4.1,Yes
3244,1244,8.8,6.4,Yes
3245,1245,5.7,7.0,Yes
3246,1246,8.3,4.5,No
3247,1247,9.2,4.7,Yes
3248,1248,6.7,5.2,Yes
3249,1249,6.4,6.6,Yes
3250,1250,6.0,7.8,No
3251,1251,5.4,7.5,Yes
3252,1252,5.1,4.1,Yes
3253,1253,7.3,7.1,Yes
3254,1254,5.6,7.9,Yes
3255,1255,5.8,7.1,Yes
3256,1256,5.9,9.4,Yes
3257,1257,6.7,4.9,No
3258,1258,4.5,7.6,Yes
3259,1259,6.6,4.3,Yes
3260,1260,5.3,8.3,Yes
3261,1261,5.0,6.6,No
3262,1262,4.0,9.3,No
3263,1263,5.1,9.2,Yes
3264,1264,6.5,4.7,Yes
3265,1265,6.2,5.5,Yes
3266,1266,6.3,8.3,Yes
3267,1267,7.9,6.0,Yes
3268,1268,6.9,5.6,Yes
3269,1269,6.5,6.4,Yes
3270,1270,5.4,6.2,Yes
3271,1271,5.1,4.1,Yes
3272,1272,7.4,6.1,Yes
3273,1273,7.4,6.6,No
3274,1274,5.6,6.8,Yes
3275,1275,6.5,4.2,Yes
3276,1276,8.5,7.9,No
3277,1277,7.0,7.1,Yes
3278,1278,4.7,5.6,No
3279,1279,5.4,6.4,Yes
3280,1280,7.1,8.0,Yes
3281,1281,6.2,5.5,Yes
3282,1282,7.9,7.2,Yes
3283,1283,7.8,7.4,Yes
3284,1284,6.5,7.9,Yes
3285,1285,7.3,8.6,Yes
3286,1286,6.8,4.5,No
3287,1287,6.5,7.1,Yes
3288,1288,6.6,5.1,Yes
3289,1289,7.5,9.5,Yes
3290,1290,5.7,6.6,Yes
3291,1291,7.0,8.5,Yes
3292,1292,4.9,4.9,Yes
3293,1293,6.4,5.4,Yes
3294,1294,9.2,4.3,Yes
3295,1295,5.7,5.7,Yes
3296,1296,7.2,7.8,Yes
3297,1297,5.7,7.4,Yes
3298,1298,4.9,7.4,Yes
3299,1299,6.9,8.1,No
3300,1300,9.9,7.4,No
3301,1301,5.9,6.9,Yes
3302,1302,6.0,4.3,Yes
3303,1303,5.1,6.0,Yes
3304,1304,6.0,9.5,Yes
3305,1305,7.9,6.6,Yes
3306,1306,7.3,8.5,Yes
3307,1307,6.3,4.3,Yes
3308,1308,6.2,6.8,Yes
3309,1309,6.8,9.2,Yes
3310,1310,6.3,6.4,Yes
3311,1311,7.3,5.8,No
3312,1312,8.7,5.2,Yes
3313,1313,9.1,4.8,Yes
3314,1314,5.7,5.9,Yes
3315,1315,7.7,4.8,No
3316,1316,4.1,5.2,Yes
3317,1317,6.7,7.9,Yes
3318,1318,7.2,6.2,Yes
3319,1319,5.1,4.1,Yes
3320,1320,7.1,7.5,Yes
3321,1321,6.5,5.6,Yes
3322,1322,6.3,8.8,Yes
3323,1323,5.3,7.8,Yes
3324,1324,4.6,7.3,No
3325,1325,6.7,8.6,Yes
3326,1326,4.6,8.0,Yes
3327,1327,6.8,9.2,No
3328,1328,7.5,5.8,Yes
3329,1329,3.1,8.6,Yes
3330,1330,6.8,4.5,Yes
3331,1331,8.0,8.2,Yes
3332,1332,6.2,8.0,Yes
3333,1333,4.2,7.0,No
3334,1334,6.9,9.0,Yes
3335,1335,7.0,7.7,Yes
3336,1336,6.3,5.5,Yes
3337,1337,6.8,8.6,Yes
3338,1338,6.2,4.9,Yes
3339,1339,4.9,4.5,Yes
3340,1340,7.0,4.3,No
3341,1341,5.1,6.9,Yes
3342,1342,5.0,6.6,Yes
3343,1343,5.6,5.0,Yes
3344,1344,8.5,4.2,Yes
3345,1345,5.0,7.0,Yes
3346,1346,7.4,6.2,No
3347,1347,3.2,5.5,Yes
3348,1348,7.3,7.4,Yes
3349,1349,5.3,7.3,Yes
3350,1350,7.5,4.1,Yes
3351,1351,6.6,9.2,Yes
3352,1352,6.7,6.7,Yes
3353,1353,5.1,5.2,Yes
3354,1354,6.1,4.2,No
3355,1355,7.8,4.3,No
3356,1356,3.0,4.1,No
3357,1357,6.0,8.7,Yes
3358,1358,5.1,9.1,Yes
3359,1359,9.7,5.1,No
3360,1360,6.5,6.4,Yes
3361,1361,7.9,8.1,Yes
3362,1362,5.3,9.4,Yes
3363,1363,6.9,8.7,No
3364,1364,5.5,7.9,Yes
3365,1365,8.2,9.4,Yes
3366,1366,5.0,4.9,Yes
3367,1367,6.5,9.1,No
3368,1368,7.0,8.8,Yes
3369,1369,4.7,9.1,Yes
3370,1370,4.7,4.2,Yes
3371,1371,9.4,9.1,Yes
3372,1372,8.0,6.3,Yes
3373,1373,5.5,7.4,Yes
3374,1374,9.1,4.0,Yes
3375,1375,8.6,8.8,No
3376,1376,7.1,8.3,Yes
3377,1377,6.9,9.3,No
3378,1378,5.9,5.3,Yes
3379,1379,4.9,7.8,Yes
3380,1380,6.9,8.4,Yes
3381,1381,5.0,4.9,Yes
3382,1382,8.2,5.6,Yes
3383,1383,8.3,4.9,Yes
3384,1384,6.2,7.2,Yes
3385,1385,5.4,5.4,Yes
3386,1386,7.4,4.1,No
3387,1387,7.2,4.5,Yes
3388,1388,6.2,9.0,Yes
3389,1389,5.8,6.1,Yes
3390,1390,6.3,6.0,No
3391,1391,5.5,5.3,Yes
3392,1392,6.9,8.8,No
3393,1393,3.9,5.4,No
3394,1394,8.1,7.8,No
3395,1395,4.4,5.4,Yes
3396,1396,3.7,7.9,Yes
3397,1397,6.1,4.3,Yes
3398,1398,6.5,4.1,No
3399,1399,8.3,5.4,Yes
3400,1400,5.6,4.6,Yes
3401,1401,7.5,8.0,Yes
3402,1402,8.6,8.2,Yes
3403,1403,7.6,6.2,No
3404,1404,6.7,7.6,Yes
3405,1405,6.8,6.3,No
3406,1406,8.0,8.0,Yes
3407,1407,9.2,6.5,No
3408,1408,5.5,8.4,Yes
3409,1409,6.8,6.4,Yes
3410,1410,6.4,4.8,Yes
3411,1411,6.2,4.7,Yes
3412,1412,5.9,4.0,Yes
3413,1413,5.6,7.2,No
3414,1414,5.7,8.3,No
3415,1415,6.7,9.2,Yes
3416,1416,6.0,8.7,No
3417,1417,9.3,5.3,Yes
3418,1418,7.0,7.4,Yes
3419,1419,5.1,6.3,Yes
3420,1420,4.1,6.8,Yes
3421,1421,7.2,8.5,Yes
3422,1422,4.1,6.9,Yes
3423,1423,5.7,4.2,Yes
3424,1424,4.8,8.7,Yes
3425,1425,3.9,7.7,Yes
3426,1426,5.6,8.4,Yes
3427,1427,8.6,9.0,Yes
3428,1428,5.2,6.8,Yes
3429,1429,7.9,9.0,Yes
3430,1430,6.4,9.0,Yes
3431,1431,6.3,6.1,Yes
3432,1432,7.3,6.4,No
3433,1433,5.7,4.3,Yes
3434,1434,6.8,7.0,No
3435,1435,7.7,8.4,Yes
3436,1436,5.6,4.6,No
3437,1437,7.2,7.1,Yes
3438,1438,8.3,5.9,No
3439,1439,7.8,6.4,Yes
3440,1440,5.9,5.6,Yes
3441,1441,6.2,7.5,Yes
3442,1442,7.9,9.0,Yes
3443,1443,6.6,8.7,No
3444,1444,8.1,9.5,Yes
3445,1445,6.2,5.4,Yes
3446,1446,5.9,6.6,Yes
3447,1447,5.4,4.6,Yes
3448,1448,8.4,5.6,Yes
3449,1449,4.3,7.8,Yes
3450,1450,6.0,6.9,Yes
3451,1451,5.5,9.5,Yes
3452,1452,7.6,7.7,Yes
3453,1453,7.7,6.2,Yes
3454,1454,7.6,4.7,Yes
3455,1455,6.0,9.5,Yes
3456,1456,4.6,9.4,Yes
3457,1457,7.7,7.4,Yes
3458,1458,4.7,6.9,Yes
3459,1459,5.2,4.8,Yes
3460,1460,5.7,5.7,Yes
3461,1461,7.2,6.3,Yes
3462,1462,5.6,8.8,Yes
3463,1463,5.4,6.1,No
3464,1464,6.1,4.8,Yes
3465,1465,7.1,7.7,No
3466,1466,6.8,5.2,No
3467,1467,6.3,6.1,No
3468,1468,8.1,5.1,Yes
3469,1469,3.5,8.6,Yes
3470,1470,3.9,5.2,Yes
3471,1471,6.9,8.3,Yes
3472,1472,7.6,6.7,Yes
3473,1473,8.6,8.8,No
3474,1474,5.0,5.2,Yes
3475,1475,5.6,4.8,Yes
3476,1476,8.2,7.6,Yes
3477,1477,6.4,9.5,Yes
3478,1478,7.7,9.4,Yes
3479,1479,7.8,8.8,Yes
3480,1480,5.9,8.3,No
3481,1481,5.1,9.4,Yes
3482,1482,7.3,7.0,Yes
3483,1483,3.8,9.5,No
3484,1484,6.9,4.1,Yes
3485,1485,7.4,5.5,Yes
3486,1486,5.9,6.0,Yes
3487,1487,5.6,8.9,Yes
3488,1488,5.9,6.1,Yes
3489,1489,7.0,5.0,Yes
3490,1490,6.6,8.1,Yes
3491,1491,9.1,7.1,No
3492,1492,5.4,5.7,No
3493,1493,7.3,5.7,Yes
3494,1494,6.6,5.6,Yes
3495,1495,3.6,6.7,Yes
3496,1496,5.1,8.7,Yes
3497,1497,6.4,4.7,No
3498,1498,5.7,7.3,Yes
3499,1499,7.3,8.4,Yes
3500,1500,5.4,8.0,Yes
3501,1501,5.3,6.9,Yes
3502,1502,6.1,8.3,Yes
3503,1503,8.6,6.4,Yes
3504,1504,7.0,7.2,No
3505,1505,9.6,8.8,No
3506,1506,5.6,7.5,Yes
3507,1507,6.7,5.9,Yes
3508,1508,6.5,4.4,Yes
3509,1509,6.2,8.1,Yes
3510,1510,6.4,9.5,Yes
3511,1511,7.7,5.5,No
3512,1512,6.2,7.9,Yes
3513,1513,7.2,7.3,Yes
3514,1514,7.2,7.5,Yes
3515,1515,6.1,4.1,Yes
3516,1516,5.6,9.4,No
3517,1517,7.4,9.1,Yes
3518,1518,6.3,9.1,Yes
3519,1519,5.0,4.1,Yes
3520,1520,5.3,6.1,Yes
3521,1521,8.4,6.8,Yes
3522,1522,8.3,4.3,Yes
3523,1523,7.0,9.1,Yes
3524,1524,6.8,4.6,No
3525,1525,4.9,6.8,Yes
3526,1526,7.3,7.9,Yes
3527,1527,8.8,4.2,Yes
3528,1528,5.6,6.1,Yes
3529,1529,8.3,7.9,No
3530,1530,4.5,5.7,Yes
3531,1531,6.3,7.6,Yes
3532,1532,8.2,7.9,Yes
3533,1533,4.6,9.1,No
3534,1534,5.4,6.7,No
3535,1535,3.9,9.3,Yes
3536,1536,7.2,8.9,No
3537,1537,5.7,6.0,No
3538,1538,5.6,6.5,Yes
3539,1539,6.1,7.5,Yes
3540,1540,6.4,5.0,Yes
3541,1541,9.0,4.3,Yes
3542,1542,5.6,8.4,Yes
3543,1543,6.5,4.3,Yes
3544,1544,7.0,5.2,Yes
3545,1545,4.5,6.5,Yes
3546,1546,8.2,5.4,Yes
3547,1547,8.1,9.2,Yes
3548,1548,6.9,5.1,Yes
3549,1549,6.6,6.7,No
3550,1550,4.5,4.8,No
3551,1551,4.0,9.4,Yes
3552,1552,7.7,7.2,Yes
3553,1553,4.8,6.4,Yes
3554,1554,5.6,4.6,Yes
3555,1555,8.1,5.7,Yes
3556,1556,4.7,7.1,Yes
3557,1557,9.3,7.8,No
3558,1558,7.3,5.7,Yes
3559,1559,7.4,6.4,No
3560,1560,8.3,8.3,No
3561,1561,6.3,7.7,Yes
3562,1562,6.1,4.7,No
3563,1563,5.9,8.3,Yes
3564,1564,6.8,6.2,Yes
3565,1565,5.6,5.0,No
3566,1566,6.4,6.1,No
3567,1567,6.0,6.9,No
3568,1568,6.1,6.6,Yes
3569,1569,7.6,5.6,Yes
3570,1570,4.7,4.0,Yes
3571,1571,6.3,5.4,Yes
3572,1572,7.3,5.2,Yes
3573,1573,5.2,6.4,Yes
3574,1574,9.2,8.0,Yes
3575,1575,6.7,4.7,No
3576,1576,5.7,9.3,Yes
3577,1577,4.3,6.3,Yes
3578,1578,8.3,6.9,Yes
3579,1579,8.1,8.9,Yes
3580,1580,4.8,7.2,Yes
3581,1581,5.6,8.2,No
3582,1582,6.7,5.3,Yes
3583,1583,6.9,5.9,Yes
3584,1584,8.3,9.4,Yes
3585,1585,5.0,7.6,No
3586,1586,7.6,4.0,Yes
3587,1587,4.9,8.4,No
3588,1588,8.9,8.9,Yes
3589,1589,6.6,4.6,Yes
3590,1590,6.8,8.0,Yes
3591,1591,6.7,7.2,No
3592,1592,6.6,5.9,Yes
3593,1593,3.4,4.2,Yes
3594,1594,5.5,6.9,Yes
3595,1595,6.1,4.8,Yes
3596,1596,9.4,4.1,Yes
3597,1597,4.1,7.2,Yes
3598,1598,6.8,8.5,Yes
3599,1599,4.1,4.7,Yes
3600,1600,7.2,9.4,Yes
3601,1601,5.2,4.5,Yes
3602,1602,5.9,6.4,No
3603,1603,7.4,5.4,No
3604,1604,6.3,5.3,Yes
3605,1605,7.5,8.5,Yes
3606,1606,5.1,5.5,No
3607,1607,4.5,4.5,Yes
3608,1608,4.6,8.0,No
3609,1609,5.9,5.0,No
3610,1610,6.4,4.3,Yes
3611,1611,6.6,5.1,No
3612,1612,7.2,5.8,Yes
3613,1613,4.8,5.4,Yes
3614,1614,7.6,7.7,Yes
3615,1615,7.4,6.5,Yes
3616,1616,7.6,5.2,Yes
3617,1617,4.4,7.8,Yes
3618,1618,7.9,7.3,Yes
3619,1619,5.8,8.6,No
3620,1620,6.1,7.0,Yes
3621,1621,8.6,4.4,Yes
3622,1622,9.2,5.4,No
3623,1623,6.9,6.9,Yes
3624,1624,7.6,5.6,Yes
3625,1625,6.0,8.2,No
3626,1626,7.3,9.3,No
3627,1627,6.0,9.3,Yes
3628,1628,5.7,4.6,No
3629,1629,3.6,8.6,Yes
3630,1630,8.6,6.3,Yes
3631,1631,7.3,5.1,No
3632,1632,5.3,9.1,Yes
3633,1633,5.3,8.0,No
3634,1634,8.3,9.4,Yes
3635,1635,7.2,9.2,Yes
3636,1636,7.9,9.4,Yes
3637,1637,3.7,6.1,No
3638,1638,6.2,7.6,Yes
3639,1639,6.2,4.1,Yes
3640,1640,3.8,8.7,Yes
3641,1641,5.1,9.1,Yes
3642,1642,7.1,9.0,Yes
3643,1643,5.4,5.4,Yes
3644,1644,6.0,4.4,No
3645,1645,4.7,6.7,Yes
3646,1646,5.6,4.1,Yes
3647,1647,5.6,8.9,Yes
3648,1648,3.4,5.1,No
3649,1649,9.0,8.7,No
3650,1650,7.8,8.9,Yes
3651,1651,6.2,4.6,Yes
3652,1652,5.9,8.2,Yes
3653,1653,3.8,7.8,Yes
3654,1654,4.2,9.3,Yes
3655,1655,9.9,5.3,Yes
3656,1656,7.0,4.7,Yes
3657,1657,6.6,4.5,No
3658,1658,4.6,6.3,Yes
3659,1659,3.3,7.1,Yes
3660,1660,5.0,9.2,Yes
3661,1661,6.0,6.8,Yes
3662,1662,6.8,8.5,Yes
3663,1663,8.8,7.1,Yes
3664,1664,7.0,9.0,Yes
3665,1665,7.3,5.5,No
3666,1666,7.3,4.0,No
3667,1667,8.0,5.2,Yes
3668,1668,7.1,5.3,Yes
3669,1669,7.9,8.9,Yes
3670,1670,5.8,4.1,Yes
3671,1671,5.9,4.7,Yes
3672,1672,6.2,8.9,Yes
3673,1673,4.6,7.7,Yes
3674,1674,6.8,9.1,Yes
3675,1675,3.5,5.2,Yes
3676,1676,5.9,6.4,No
3677,1677,3.3,6.0,Yes
3678,1678,7.2,7.1,Yes
3679,1679,3.6,9.2,Yes
3680,1680,6.8,5.2,Yes
3681,1681,6.2,7.3,Yes
3682,1682,7.0,7.6,Yes
3683,1683,6.7,7.0,Yes
3684,1684,6.7,7.3,Yes
3685,1685,6.5,5.3,Yes
3686,1686,8.1,6.7,Yes
3687,1687,5.4,6.4,Yes
3688,1688,7.2,8.2,Yes
3689,1689,6.4,4.5,Yes
3690,1690,5.7,5.2,Yes
3691,1691,10.0,5.0,Yes
3692,1692,5.3,9.0,Yes
3693,1693,8.6,6.2,Yes
3694,1694,7.3,6.9,Yes
3695,1695,6.4,8.6,Yes
3696,1696,9.3,7.3,Yes
3697,1697,8.2,4.2,No
3698,1698,6.0,9.0,No
3699,1699,3.1,5.8,No
3700,1700,6.9,7.7,Yes
3701,1701,3.8,9.4,No
3702,1702,8.0,6.5,Yes
3703,1703,8.1,8.2,Yes
3704,1704,6.8,7.1,Yes
3705,1705,8.3,6.3,Yes
3706,1706,8.4,8.6,Yes
3707,1707,6.6,7.7,Yes
3708,1708,5.6,6.2,Yes
3709,1709,9.1,7.4,Yes
3710,1710,9.4,4.6,Yes
3711,1711,6.0,5.6,Yes
3712,1712,5.0,7.8,Yes
3713,1713,4.8,8.3,Yes
3714,1714,4.6,7.1,Yes
3715,1715,6.4,4.9,Yes
3716,1716,7.2,5.1,No
3717,1717,6.6,7.7,Yes
3718,1718,6.4,7.4,Yes
3719,1719,7.8,9.3,Yes
3720,1720,8.8,7.5,Yes
3721,1721,5.4,8.3,No
3722,1722,7.6,4.8,Yes
3723,1723,6.4,8.0,Yes
3724,1724,6.2,7.5,Yes
3725,1725,7.8,6.7,Yes
3726,1726,7.1,7.7,No
3727,1727,3.9,6.5,Yes
3728,1728,5.6,8.5,Yes
3729,1729,5.6,5.8,Yes
3730,1730,5.5,7.5,Yes
3731,1731,4.6,8.2,Yes
3732,1732,7.3,5.4,Yes
3733,1733,8.6,7.0,Yes
3734,1734,5.3,4.0,Yes
3735,1735,8.5,7.4,No
3736,1736,4.7,4.4,Yes
3737,1737,8.0,5.6,No
3738,1738,7.8,5.6,No
3739,1739,6.1,9.4,Yes
3740,1740,9.3,5.4,Yes
3741,1741,7.3,4.2,No
3742,1742,6.0,8.0,Yes
3743,1743,10.0,4.9,No
3744,1744,6.5,9.3,Yes
3745,1745,5.6,5.7,Yes
3746,1746,7.5,4.9,No
3747,1747,5.6,7.6,Yes
3748,1748,6.6,5.7,Yes
3749,1749,6.6,7.0,Yes
3750,1750,6.1,5.9,Yes
3751,1751,5.6,8.4,No
3752,1752,7.6,5.7,Yes
3753,1753,7.4,4.1,No
3754,1754,8.3,8.4,Yes
3755,1755,6.6,4.7,Yes
3756,1756,6.3,6.3,No
3757,1757,6.6,8.1,No
3758,1758,7.4,9.4,Yes
3759,1759,4.3,7.4,Yes
3760,1760,5.1,5.0,Yes
3761,1761,4.1,9.5,No
3762,1762,8.1,8.3,Yes
3763,1763,8.7,4.9,Yes
3764,1764,7.8,8.5,Yes
3765,1765,5.7,5.2,Yes
3766,1766,5.9,5.2,Yes
3767,1767,7.7,4.2,Yes
3768,1768,5.4,7.5,Yes
3769,1769,8.6,7.3,No
3770,1770,5.2,8.3,No
3771,1771,8.3,9.2,Yes
3772,1772,6.8,5.9,No
3773,1773,6.9,5.7,Yes
3774,1774,8.2,5.2,Yes
3775,1775,5.6,7.0,Yes
3776,1776,7.3,9.3,Yes
3777,1777,5.9,9.3,Yes
3778,1778,6.7,7.4,No
3779,1779,3.5,5.4,Yes
3780,1780,7.9,6.1,No
3781,1781,10.0,7.1,Yes
3782,1782,4.7,5.1,Yes
3783,1783,4.7,6.5,Yes
3784,1784,5.7,6.1,Yes
3785,1785,6.4,9.1,Yes
3786,1786,6.8,9.4,No
3787,1787,4.4,9.0,Yes
3788,1788,6.8,5.5,Yes
3789,1789,4.6,6.9,Yes
3790,1790,8.8,4.9,Yes
3791,1791,6.7,7.2,Yes
3792,1792,6.1,8.6,Yes
3793,1793,8.3,4.1,Yes
