notif_id,user_id,daily_notifications,muted_count
4520,1520,41,0
4521,1521,107,23
4522,1522,264,17
4523,1523,175,51
4524,1524,210,8
4525,1525,190,50
4526,1526,277,11
4527,1527,90,77
4528,1528,292,65
4529,1529,292,63
4530,1530,104,71
4531,1531,156,25
4532,1532,287,53
4533,1533,77,5
4534,1534,150,50
4535,1535,44,3
4536,1536,110,9
4537,1537,214,17
4538,1538,161,3
4539,1539,155,31
4540,1540,85,53
4541,1541,347,74
4542,1542,162,22
4543,1543,197,31
4544,1544,66,11
4545,1545,229,39
4546,1546,70,44
4547,1547,67,36
4548,1548,136,59
4549,1549,301,10
4550,1550,56,25
4551,1551,313,55
4552,1552,214,72
4553,1553,326,35
4554,1554,169,71
4555,1555,98,69
4556,1556,329,36
4557,1557,141,6
4558,1558,293,58
4559,1559,125,22
4560,1560,272,66
4561,1561,304,47
4562,1562,60,76
4563,1563,108,2
4564,1564,312,32
4565,1565,322,52
4566,1566,295,55
4567,1567,111,32
4568,1568,161,72
4569,1569,251,24
4570,1570,99,12
4571,1571,330,28
4572,1572,211,18
4573,1573,219,35
4574,1574,270,2
4575,1575,40,16
4576,1576,144,25
4577,1577,89,16
4578,1578,70,35
4579,1579,97,2
4580,1580,291,63
4581,1581,151,13
4582,1582,331,24
4583,1583,250,28
4584,1584,79,76
4585,1585,68,4
4586,1586,178,75
4587,1587,249,62
4588,1588,68,2
4589,1589,244,23
4590,1590,318,48
4591,1591,146,43
4592,1592,71,27
4593,1593,93,55
4594,1594,282,1
4595,1595,206,10
4596,1596,153,22
4597,1597,104,37
4598,1598,47,18
4599,1599,197,66
4600,1600,109,9
4601,1601,204,34
4602,1602,139,46
4603,1603,125,33
4604,1604,122,18
4605,1605,333,47
4606,1606,106,43
4607,1607,250,29
4608,1608,187,68
4609,1609,48,25
4610,1610,205,41
4611,1611,181,32
4612,1612,342,36
4613,1613,315,66
4614,1614,121,16
4615,1615,281,63
4616,1616,95,27
4617,1617,196,14
4618,1618,177,71
4619,1619,246,60
4620,1620,261,8
4621,1621,303,15
4622,1622,343,49
4623,1623,193,10
4624,1624,50,31
4625,1625,177,33
4626,1626,321,55
4627,1627,204,22
4628,1628,253,8
4629,1629,113,37
4630,1630,155,64
4631,1631,246,45
4632,1632,339,29
4633,1633,208,39
4634,1634,235,17
4635,1635,173,17
4636,1636,225,67
4637,1637,315,45
4638,1638,327,47
4639,1639,323,65
4640,1640,76,69
4641,1641,215,42
4642,1642,157,57
4643,1643,281,15
4644,1644,159,58
4645,1645,341,32
4646,1646,317,51
4647,1647,161,44
4648,1648,166,73
4649,1649,327,69
4650,1650,321,46
4651,1651,202,10
4652,1652,285,52
4653,1653,292,56
4654,1654,162,61
4655,1655,129,22
4656,1656,286,75
4657,1657,340,51
4658,1658,326,14
4659,1659,50,50
4660,1660,163,45
4661,1661,250,6
4662,1662,68,70
4663,1663,227,7
4664,1664,46,72
4665,1665,262,47
4666,1666,155,29
4667,1667,329,56
4668,1668,207,65
4669,1669,206,11
4670,1670,47,70
4671,1671,69,14
4672,1672,128,8
4673,1673,337,63
4674,1674,333,30
4675,1675,274,9
4676,1676,210,68
4677,1677,43,29
4678,1678,262,17
4679,1679,73,52
4680,1680,53,6
4681,1681,69,52
4682,1682,288,74
4683,1683,109,39
4684,1684,46,27
4685,1685,129,7
4686,1686,259,7
4687,1687,229,54
4688,1688,50,25
4689,1689,150,60
4690,1690,192,23
4691,1691,276,64
4692,1692,56,59
4693,1693,297,61
4694,1694,295,7
4695,1695,66,63
4696,1696,270,18
4697,1697,42,65
4698,1698,118,54
4699,1699,126,72
4700,1700,246,46
4701,1701,333,32
4702,1702,254,79
4703,1703,289,47
4704,1704,298,18
4705,1705,266,29
4706,1706,202,37
4707,1707,263,5
4708,1708,270,4
4709,1709,235,1
4710,1710,262,73
4711,1711,189,12
4712,1712,165,75
4713,1713,250,47
4714,1714,269,6
4715,1715,337,58
4716,1716,54,68
4717,1717,256,35
4718,1718,209,64
4719,1719,59,41
4720,1720,188,19
4721,1721,217,51
4722,1722,187,25
4723,1723,121,43
4724,1724,105,41
4725,1725,73,60
4726,1726,85,44
4727,1727,302,70
4728,1728,170,38
4729,1729,174,24
4730,1730,141,64
4731,1731,132,43
4732,1732,228,7
4733,1733,59,3
4734,1734,161,77
4735,1735,196,7
4736,1736,143,3
4737,1737,231,77
4738,1738,113,77
4739,1739,270,54
4740,1740,81,28
4741,1741,135,20
4742,1742,284,46
4743,1743,299,25
4744,1744,167,54
4745,1745,302,17
4746,1746,200,58
4747,1747,252,28
4748,1748,317,20
4749,1749,208,77
4750,1750,263,59
4751,1751,253,19
4752,1752,177,59
4753,1753,56,23
4754,1754,273,16
4755,1755,242,65
4756,1756,235,69
4757,1757,216,20
4758,1758,183,50
4759,1759,40,20
4760,1760,266,1
4761,1761,69,24
4762,1762,318,10
4763,1763,91,22
4764,1764,140,40
4765,1765,110,48
4766,1766,345,32
4767,1767,313,32
4768,1768,90,45
4769,1769,330,77
4770,1770,147,10
4771,1771,180,42
4772,1772,103,16
4773,1773,299,5
4774,1774,309,25
4775,1775,339,72
4776,1776,58,50
4777,1777,345,58
4778,1778,76,18
4779,1779,90,55
4780,1780,74,40
4781,1781,335,70
4782,1782,238,45
4783,1783,345,31
4784,1784,119,44
4785,1785,346,33
4786,1786,140,45
4787,1787,219,70
4788,1788,311,78
4789,1789,131,54
4790,1790,87,12
4791,1791,306,41
4792,1792,162,77
4793,1793,325,17
4794,1794,336,2
4795,1795,316,17
4796,1796,277,59
4797,1797,145,18
4798,1798,49,72
4799,1799,342,24
4800,1800,220,49
4801,1801,283,60
4802,1802,116,60
4803,1803,285,27
4804,1804,237,21
4805,1805,301,29
4806,1806,147,6
4807,1807,281,70
4808,1808,172,35
4809,1809,295,61
4810,1810,307,18
4811,1811,238,8
4812,1812,191,2
4813,1813,331,41
4814,1814,143,53
4815,1815,145,69
4816,1816,127,27
4817,1817,73,74
4818,1818,106,71
4819,1819,338,26
4820,1820,177,67
4821,1821,329,72
4822,1822,190,9
4823,1823,256,2
4824,1824,134,40
4825,1825,201,18
4826,1826,51,13
4827,1827,310,30
4828,1828,165,24
4829,1829,109,60
4830,1830,195,67
4831,1831,151,6
4832,1832,338,16
4833,1833,308,23
4834,1834,304,54
4835,1835,323,38
4836,1836,320,30
4837,1837,138,12
4838,1838,147,36
4839,1839,191,27
4840,1840,201,24
4841,1841,245,68
4842,1842,221,41
4843,1843,66,3
4844,1844,78,58
4845,1845,337,10
4846,1846,261,0
4847,1847,330,12
4848,1848,102,11
4849,1849,233,2
4850,1850,163,62
4851,1851,250,23
4852,1852,82,13
4853,1853,188,10
4854,1854,303,19
4855,1855,147,59
4856,1856,154,3
4857,1857,142,12
4858,1858,275,9
4859,1859,300,25
4860,1860,291,1
4861,1861,221,14
4862,1862,290,5
4863,1863,99,32
4864,1864,283,43
4865,1865,116,61
4866,1866,177,47
4867,1867,233,24
4868,1868,83,67
4869,1869,175,78
4870,1870,71,6
4871,1871,216,32
4872,1872,227,11
4873,1873,181,34
4874,1874,148,10
4875,1875,288,67
4876,1876,271,59
4877,1877,118,61
4878,1878,127,22
4879,1879,122,18
4880,1880,48,28
4881,1881,346,54
4882,1882,58,59
4883,1883,339,73
4884,1884,256,23
4885,1885,130,17
4886,1886,330,19
4887,1887,69,24
4888,1888,264,37
4889,1889,193,37
4890,1890,347,37
4891,1891,99,65
4892,1892,72,31
4893,1893,163,29
4894,1894,110,78
4895,1895,286,0
4896,1896,57,26
4897,1897,139,76
4898,1898,148,11
4899,1899,81,48
4900,1900,160,31
4901,1901,159,7
4902,1902,299,62
4903,1903,119,18
4904,1904,284,4
4905,1905,323,46
4906,1906,201,9
4907,1907,60,79
4908,1908,244,79
4909,1909,174,62
4910,1910,65,6
4911,1911,57,71
4912,1912,137,45
4913,1913,146,52
4914,1914,324,16
4915,1915,285,35
4916,1916,334,64
4917,1917,305,26
4918,1918,120,56
4919,1919,97,14
4920,1920,309,2
4921,1921,204,45
4922,1922,200,79
4923,1923,149,75
4924,1924,237,74
4925,1925,313,63
4926,1926,252,4
4927,1927,171,76
4928,1928,74,62
4929,1929,68,59
4930,1930,80,30
4931,1931,84,48
4932,1932,82,42
4933,1933,303,55
4934,1934,288,69
4935,1935,192,61
4936,1936,306,54
4937,1937,83,26
4938,1938,279,4
4939,1939,196,52
4940,1940,190,53
4941,1941,159,39
4942,1942,210,77
4943,1943,47,44
4944,1944,153,25
4945,1945,346,38
4946,1946,64,32
4947,1947,77,0
4948,1948,86,73
4949,1949,180,21
4950,1950,278,50
4951,1951,150,34
4952,1952,231,24
4953,1953,92,36
4954,1954,340,13
4955,1955,243,57
4956,1956,273,47
4957,1957,40,33
4958,1958,117,16
4959,1959,78,50
4960,1960,184,15
4961,1961,227,68
4962,1962,161,47
4963,1963,114,9
4964,1964,229,66
4965,1965,246,5
4966,1966,194,31
4967,1967,98,74
4968,1968,135,5
4969,1969,57,66
4970,1970,345,16
4971,1971,111,68
4972,1972,202,30
4973,1973,347,24
4974,1974,196,75
4975,1975,236,31
4976,1976,258,63
4977,1977,76,0
4978,1978,40,65
4979,1979,288,56
4980,1980,142,25
4981,1981,78,73
4982,1982,219,32
4983,1983,48,56
4984,1984,110,37
4985,1985,64,17
4986,1986,249,9
4987,1987,102,4
4988,1988,135,7
4989,1989,195,0
4990,1990,208,39
4991,1991,142,42
4992,1992,55,31
4993,1993,141,54
4994,1994,269,18
4995,1995,130,59
4996,1996,207,52
4997,1997,149,74
4998,1998,266,71
4999,1999,265,12
5000,2000,301,76
5001,2001,274,67
5002,2002,331,35
5003,2003,278,78
5004,2004,213,25
5005,2005,95,62
5006,2006,248,58
5007,2007,315,44
5008,2008,298,14
5009,2009,233,14
5010,2010,168,30
5011,2011,304,68
5012,2012,57,26
5013,2013,59,20
5014,2014,343,42
5015,2015,225,47
5016,2016,222,24
5017,2017,74,26
5018,2018,108,65
5019,2019,121,12
5020,2020,160,12
5021,2021,112,37
5022,2022,237,50
5023,2023,66,74
5024,2024,126,52
5025,2025,163,29
5026,2026,153,67
5027,2027,105,38
5028,2028,290,50
5029,2029,158,18
5030,2030,260,35
5031,2031,248,71
5032,2032,88,35
5033,2033,286,5
5034,2034,269,54
5035,2035,94,44
5036,2036,314,28
5037,2037,114,31
5038,2038,135,40
5039,2039,328,40
5040,2040,55,73
5041,2041,68,12
5042,2042,309,10
5043,2043,182,74
5044,2044,148,4
5045,2045,175,47
5046,2046,197,41
5047,2047,106,28
5048,2048,262,27
5049,2049,341,59
5050,2050,263,40
5051,2051,50,40
5052,2052,325,77
5053,2053,64,32
5054,2054,79,64
5055,2055,261,30
5056,2056,175,77
5057,2057,276,56
5058,2058,321,79
5059,2059,252,55
5060,2060,330,56
5061,2061,143,44
5062,2062,172,76
5063,2063,239,79
5064,2064,325,76
5065,2065,47,74
5066,2066,255,2
5067,2067,299,35
5068,2068,229,63
5069,2069,239,78
5070,2070,62,23
5071,2071,132,18
5072,2072,349,63
5073,2073,157,4
5074,2074,185,51
5075,2075,206,67
5076,2076,104,67
5077,2077,237,37
5078,2078,47,3
5079,2079,223,53
5080,2080,344,45
5081,2081,291,28
5082,2082,247,45
5083,2083,213,35
5084,2084,158,45
5085,2085,124,57
5086,2086,166,20
5087,2087,163,35
5088,2088,136,69
5089,2089,162,76
5090,2090,91,51
5091,2091,332,6
5092,2092,94,47
5093,2093,191,18
5094,2094,118,27
5095,2095,165,58
5096,2096,295,7
5097,2097,237,60
5098,2098,160,45
5099,2099,310,38
5100,2100,196,71
5101,2101,129,2
5102,2102,292,78
5103,2103,167,28
5104,2104,213,58
5105,2105,165,18
5106,2106,106,29
5107,2107,197,39
5108,2108,227,74
5109,2109,166,33
5110,2110,84,8
5111,2111,58,23
5112,2112,170,33
5113,2113,120,32
5114,2114,240,69
5115,2115,43,20
5116,2116,175,59
5117,2117,140,18
5118,2118,47,31
5119,2119,281,63
5120,2120,186,62
5121,2121,137,11
5122,2122,165,51
5123,2123,222,64
5124,2124,214,32
5125,2125,213,56
5126,2126,133,66
5127,2127,150,34
5128,2128,313,24
5129,2129,291,45
5130,2130,167,11
5131,2131,131,65
5132,2132,57,74
5133,2133,254,67
5134,2134,293,37
5135,2135,163,45
5136,2136,75,9
5137,2137,42,25
5138,2138,148,36
5139,2139,222,21
5140,2140,121,18
5141,2141,208,68
5142,2142,106,77
5143,2143,54,12
5144,2144,246,60
5145,2145,286,70
5146,2146,264,49
5147,2147,155,38
5148,2148,148,62
5149,2149,62,32
5150,2150,82,14
5151,2151,189,68
5152,2152,245,40
5153,2153,141,62
5154,2154,294,79
5155,2155,202,66
5156,2156,135,11
5157,2157,281,63
5158,2158,150,61
5159,2159,219,60
5160,2160,336,74
5161,2161,347,22
5162,2162,101,77
5163,2163,180,75
5164,2164,349,34
5165,2165,317,43
5166,2166,65,31
5167,2167,306,7
5168,2168,347,60
5169,2169,212,14
5170,2170,343,51
5171,2171,46,44
5172,2172,195,51
5173,2173,198,27
5174,2174,338,15
5175,2175,121,10
5176,2176,114,44
5177,2177,258,52
5178,2178,93,14
5179,2179,330,42
5180,2180,246,32
5181,2181,106,47
5182,2182,69,34
5183,2183,318,76
5184,2184,265,72
5185,2185,202,76
5186,2186,92,53
5187,2187,128,26
5188,2188,60,73
5189,2189,144,78
5190,2190,160,58
5191,2191,319,5
5192,2192,78,2
5193,2193,259,49
5194,2194,309,66
5195,2195,221,2
5196,2196,131,66
5197,2197,192,54
5198,2198,122,48
5199,2199,163,4
5200,2200,334,24
5201,2201,186,13
5202,2202,85,54
5203,2203,110,51
5204,2204,144,37
5205,2205,61,9
5206,2206,178,65
5207,2207,152,47
5208,2208,191,70
5209,2209,286,36
5210,2210,53,73
5211,2211,311,39
5212,2212,245,18
5213,2213,127,62
5214,2214,327,16
5215,2215,251,37
5216,2216,261,7
5217,2217,136,46
5218,2218,74,28
5219,2219,248,19
5220,2220,77,10
5221,2221,282,42
5222,2222,158,35
5223,2223,211,76
5224,2224,43,4
5225,2225,199,72
5226,2226,301,64
5227,2227,70,26
5228,2228,348,9
5229,2229,344,33
5230,2230,128,2
5231,2231,311,23
5232,2232,279,69
5233,2233,101,9
5234,2234,126,37
5235,2235,171,24
5236,2236,221,37
5237,2237,275,36
5238,2238,200,68
5239,2239,333,33
5240,2240,106,48
5241,2241,144,37
5242,2242,161,33
5243,2243,109,34
5244,2244,122,4
5245,2245,80,6
5246,2246,219,8
5247,2247,247,51
5248,2248,318,31
5249,2249,288,12
5250,2250,237,34
5251,2251,313,79
5252,2252,138,9
5253,2253,259,39
5254,2254,170,58
5255,2255,336,63
5256,2256,157,27
5257,2257,318,16
5258,2258,250,4
5259,2259,43,23
5260,2260,175,79
5261,2261,43,54
5262,2262,346,47
5263,2263,184,37
5264,2264,235,31
5265,2265,315,4
5266,2266,57,4
5267,2267,138,1
5268,2268,235,2
5269,2269,312,65
5270,2270,56,20
5271,2271,337,45
5272,2272,109,4
5273,2273,239,15
5274,2274,193,19
5275,2275,230,21
5276,2276,47,9
5277,2277,115,17
5278,2278,286,41
5279,2279,68,8
5280,2280,299,35
5281,2281,217,67
5282,2282,348,12
5283,2283,175,63
5284,2284,59,54
5285,2285,244,50
5286,2286,134,61
5287,2287,273,66
5288,2288,235,40
5289,2289,141,48
5290,2290,223,49
5291,2291,191,4
5292,2292,235,71
5293,2293,41,34
5294,2294,77,48
5295,2295,73,4
5296,2296,107,44
5297,2297,298,1
5298,2298,273,21
5299,2299,54,39
5300,2300,295,10
5301,2301,329,62
5302,2302,100,49
5303,2303,128,56
5304,2304,40,19
5305,2305,255,52
5306,2306,69,40
5307,2307,332,77
5308,2308,181,18
5309,2309,244,61
5310,2310,109,50
5311,2311,231,49
5312,2312,311,60
5313,2313,253,65
5314,2314,48,74
5315,2315,44,48
5316,2316,69,53
5317,2317,139,67
5318,2318,302,77
5319,2319,116,26
5320,2320,101,3
5321,2321,234,62
5322,2322,97,79
5323,2323,234,54
5324,2324,58,78
5325,2325,308,21
5326,2326,218,59
5327,2327,104,58
5328,2328,281,64
5329,2329,344,79
5330,2330,314,62
5331,2331,264,24
5332,2332,331,69
5333,2333,197,71
5334,2334,81,36
5335,2335,190,0
5336,2336,327,19
5337,2337,186,64
5338,2338,320,18
5339,2339,180,41
5340,2340,73,34
5341,2341,48,15
5342,2342,127,6
5343,2343,346,25
5344,2344,323,50
5345,2345,303,16
5346,2346,134,1
5347,2347,69,63
5348,2348,233,46
5349,2349,212,54
5350,2350,330,23
5351,2351,322,75
5352,2352,54,78
5353,2353,305,13
5354,2354,261,69
5355,2355,57,7
5356,2356,242,14
5357,2357,306,54
5358,2358,287,38
5359,2359,313,2
5360,2360,287,33
5361,2361,334,47
5362,2362,289,76
5363,2363,107,16
5364,2364,58,63
5365,2365,96,62
5366,2366,169,43
5367,2367,120,35
5368,2368,347,2
5369,2369,262,29
5370,2370,94,63
5371,2371,260,46
5372,2372,62,43
5373,2373,345,24
5374,2374,265,53
5375,2375,67,22
5376,2376,217,12
5377,2377,181,64
5378,2378,308,65
5379,2379,339,78
5380,2380,58,55
5381,2381,140,78
5382,2382,144,10
5383,2383,314,27
5384,2384,203,22
5385,2385,151,31
5386,2386,307,2
5387,2387,245,64
5388,2388,97,25
5389,2389,201,24
5390,2390,246,75
5391,2391,59,6
5392,2392,140,66
5393,2393,42,8
5394,2394,52,57
