user_id,age,gender,occupation,productivity_score
1186,35,Female,Software Engineer,5.9
1187,44,Female,Other,6.9
1188,19,Male,Marketing Specialist,3.0
1189,20,Male,Student,4.8
1190,38,Male,Student,6.5
1191,22,Female,Marketing Specialist,7.9
1192,28,Female,Marketing Specialist,4.2
1193,30,Female,Marketing Specialist,6.7
1194,26,Male,Data Analyst,7.9
1195,44,Male,Other,6.0
1196,19,Female,Student,3.2
1197,28,Female,Other,6.1
1198,22,Other,Designer,5.0
1199,42,Male,Student,9.3
1200,34,Female,Data Analyst,3.8
1201,37,Male,Marketing Specialist,7.4
1202,43,Male,Software Engineer,3.4
1203,17,Female,Marketing Specialist,6.0
1204,25,Female,Marketing Specialist,6.8
1205,28,Other,Data Analyst,5.0
1206,40,Male,Other,6.1
1207,36,Male,Student,4.1
1208,21,Female,Marketing Specialist,5.1
1209,43,Female,Student,7.2
1210,43,Male,Student,5.1
1211,27,Male,Designer,9.1
1212,27,Male,Other,7.3
1213,35,Female,Student,6.0
1214,26,Male,Software Engineer,3.3
1215,41,Male,Designer,6.4
1216,38,Male,Software Engineer,8.2
1217,43,Male,Marketing Specialist,4.8
1218,40,Male,Designer,8.5
1219,22,Female,Student,4.7
1220,16,Male,Designer,8.6
1221,16,Female,Marketing Specialist,3.6
1222,40,Male,Data Analyst,8.9
1223,42,Female,Other,6.4
1224,40,Female,Software Engineer,5.0
1225,35,Female,Marketing Specialist,4.8
1226,28,Female,Data Analyst,5.9
1227,24,Male,Designer,9.8
1228,18,Male,Designer,4.5
1229,22,Female,Marketing Specialist,3.7
1230,21,Other,Student,7.0
1231,23,Female,Designer,6.3
1232,42,Female,Student,6.6
1233,24,Female,Student,7.5
1234,20,Male,Other,4.8
1235,16,Male,Student,9.2
1236,34,Female,Student,6.0
1237,25,Female,Other,3.9
1238,27,Male,Data Analyst,8.0
1239,39,Female,Data Analyst,7.4
1240,30,Male,Designer,5.1
1241,42,Female,Designer,7.2
1242,37,Male,Student,4.5
1243,39,Male,Other,6.0
1244,24,Female,Other,9.1
1245,35,Male,Student,3.9
1246,32,Female,Student,5.6
1247,32,Female,Student,8.6
1248,41,Female,Student,9.6
1249,35,Male,Software Engineer,6.1
1250,27,Male,Software Engineer,6.4
1251,22,Male,Marketing Specialist,6.9
1252,17,Other,Student,9.3
1253,18,Female,Other,8.8
1254,32,Female,Designer,4.2
1255,20,Female,Data Analyst,6.0
1256,32,Female,Marketing Specialist,6.2
1257,39,Female,Designer,8.4
1258,32,Male,Software Engineer,7.1
1259,42,Female,Student,7.4
1260,32,Male,Marketing Specialist,9.8
1261,17,Female,Student,3.5
1262,17,Female,Software Engineer,4.5
1263,43,Female,Marketing Specialist,5.8
1264,37,Male,Software Engineer,5.4
1265,38,Male,Student,3.1
1266,20,Male,Software Engineer,3.6
1267,16,Male,Other,7.6
1268,16,Male,Other,9.0
1269,34,Female,Student,6.5
1270,17,Female,Data Analyst,6.7
1271,36,Male,Software Engineer,4.7
1272,27,Male,Designer,8.2
1273,41,Male,Other,8.1
1274,21,Female,Data Analyst,7.0
1275,38,Female,Student,4.4
1276,19,Female,Marketing Specialist,3.7
1277,38,Female,Marketing Specialist,3.4
1278,26,Other,Other,7.0
1279,39,Female,Data Analyst,8.6
1280,42,Male,Other,8.8
1281,32,Female,Marketing Specialist,6.2
1282,21,Male,Software Engineer,8.3
1283,39,Female,Data Analyst,9.4
1284,20,Male,Student,4.9
1285,35,Female,Software Engineer,5.7
1286,17,Female,Software Engineer,9.3
1287,21,Female,Software Engineer,5.3
1288,37,Female,Student,9.2
1289,26,Male,Student,9.7
1290,31,Male,Designer,7.5
1291,31,Male,Other,8.6
1292,16,Male,Marketing Specialist,8.1
1293,24,Female,Other,7.8
1294,43,Male,Data Analyst,5.1
1295,42,Other,Student,3.4
1296,21,Female,Data Analyst,5.3
1297,31,Female,Other,7.5
1298,44,Male,Marketing Specialist,3.7
1299,18,Female,Student,3.1
1300,35,Female,Other,3.9
1301,43,Female,Software Engineer,7.9
1302,42,Female,Other,9.6
1303,19,Female,Software Engineer,9.7
1304,34,Male,Student,6.4
1305,41,Female,Other,8.9
1306,18,Male,Student,8.0
1307,34,Male,Student,6.4
1308,35,Male,Data Analyst,6.9
1309,22,Male,Student,3.9
1310,35,Male,Student,9.4
1311,24,Male,Other,5.4
1312,16,Other,Student,6.0
1313,23,Female,Marketing Specialist,7.6
1314,22,Other,Software Engineer,5.3
1315,33,Male,Other,4.7
1316,23,Male,Software Engineer,7.3
1317,16,Female,Software Engineer,3.2
1318,26,Male,Student,7.9
1319,43,Male,Student,6.5
1320,40,Female,Data Analyst,7.1
1321,40,Male,Software Engineer,7.3
1322,33,Female,Data Analyst,6.6
1323,38,Female,Software Engineer,7.0
1324,25,Male,Data Analyst,7.6
1325,18,Male,Data Analyst,8.1
1326,22,Female,Marketing Specialist,7.9
1327,43,Male,Data Analyst,8.9
1328,31,Male,Student,4.3
1329,41,Other,Data Analyst,5.7
1330,31,Male,Software Engineer,9.4
1331,40,Female,Data Analyst,5.7
1332,35,Other,Student,3.8
1333,43,Male,Designer,6.6
1334,32,Male,Software Engineer,3.7
1335,17,Male,Student,4.4
1336,16,Male,Software Engineer,9.8
1337,31,Male,Student,6.7
1338,27,Female,Designer,4.9
1339,20,Male,Designer,9.8
1340,20,Female,Student,9.6
1341,42,Other,Designer,6.0
1342,38,Female,Student,4.8
1343,24,Female,Student,8.7
1344,24,Male,Marketing Specialist,7.9
1345,18,Female,Software Engineer,7.7
1346,34,Female,Student,9.1
1347,31,Male,Software Engineer,7.7
1348,31,Male,Student,4.9
1349,18,Female,Marketing Specialist,7.7
1350,35,Male,Student,5.1
1351,39,Male,Designer,8.2
1352,37,Male,Software Engineer,7.2
1353,39,Male,Other,3.5
1354,16,Female,Marketing Specialist,6.5
1355,39,Female,Designer,5.3
1356,35,Female,Marketing Specialist,5.2
1357,26,Male,Designer,7.1
1358,32,Male,Student,5.2
1359,23,Female,Student,8.3
1360,19,Male,Software Engineer,3.5
1361,21,Male,Data Analyst,7.5
1362,23,Female,Data Analyst,8.5
1363,35,Male,Student,7.6
1364,18,Female,Software Engineer,6.4
1365,31,Male,Software Engineer,9.5
1366,40,Male,Student,5.0
1367,18,Male,Software Engineer,3.1
1368,40,Other,Student,5.9
1369,44,Female,Student,3.2
1370,33,Female,Student,9.5
1371,29,Female,Software Engineer,4.4
1372,33,Male,Student,8.4
1373,17,Female,Software Engineer,8.3
1374,37,Male,Student,4.5
1375,18,Female,Software Engineer,7.2
1376,31,Male,Student,3.3
1377,44,Female,Other,6.3
1378,24,Male,Student,3.1
1379,19,Male,Software Engineer,9.3
1380,16,Female,Student,9.6
1381,19,Male,Data Analyst,4.5
1382,16,Male,Student,4.4
1383,29,Male,Student,8.1
1384,36,Male,Designer,4.7
1385,31,Female,Data Analyst,9.1
1386,35,Female,Software Engineer,6.9
1387,39,Female,Other,5.4
1388,23,Female,Student,8.7
1389,22,Male,Designer,6.4
1390,18,Female,Software Engineer,9.2
1391,32,Male,Marketing Specialist,9.3
1392,16,Male,Other,4.1
1393,31,Female,Student,3.0
1394,27,Male,Marketing Specialist,9.7
1395,42,Female,Student,9.2
1396,34,Male,Student,3.4
1397,37,Female,Marketing Specialist,8.7
1398,38,Female,Other,6.1
1399,37,Female,Marketing Specialist,4.8
1400,29,Female,Software Engineer,9.0
1401,21,Female,Designer,4.3
1402,21,Male,Designer,9.4
1403,28,Female,Marketing Specialist,4.4
1404,34,Male,Software Engineer,7.2
1405,37,Female,Designer,4.5
1406,23,Female,Software Engineer,6.7
1407,42,Female,Software Engineer,7.7
1408,42,Male,Student,4.3
1409,17,Male,Designer,6.5
1410,36,Female,Designer,6.2
1411,16,Male,Student,3.5
1412,43,Male,Marketing Specialist,8.6
1413,30,Male,Student,5.3
1414,16,Female,Designer,6.9
1415,20,Female,Designer,6.5
1416,43,Male,Other,6.5
1417,44,Male,Marketing Specialist,3.7
1418,31,Male,Student,5.9
1419,34,Female,Student,6.1
1420,19,Female,Student,8.0
1421,18,Male,Marketing Specialist,8.7
1422,32,Male,Student,6.7
1423,32,Male,Student,3.6
1424,27,Female,Software Engineer,4.6
1425,43,Female,Designer,4.1
1426,44,Male,Data Analyst,3.8
1427,29,Male,Other,5.5
1428,36,Male,Marketing Specialist,4.6
1429,21,Other,Data Analyst,4.5
1430,18,Male,Data Analyst,3.4
1431,43,Female,Marketing Specialist,3.1
1432,24,Female,Student,3.7
1433,20,Male,Marketing Specialist,4.2
1434,39,Male,Data Analyst,5.9
1435,44,Male,Designer,6.5
1436,32,Female,Other,4.0
1437,29,Female,Other,5.9
1438,36,Female,Designer,5.3
1439,18,Female,Designer,4.2
1440,43,Male,Student,3.0
1441,16,Other,Student,6.2
1442,35,Female,Marketing Specialist,7.7
1443,44,Male,Other,4.5
1444,36,Other,Designer,3.9
1445,38,Female,Marketing Specialist,9.0
1446,16,Female,Other,4.9
1447,18,Female,Designer,4.5
1448,33,Female,Other,8.8
1449,40,Female,Student,8.6
1450,25,Male,Student,6.0
1451,37,Male,Student,6.3
1452,41,Female,Designer,4.5
1453,18,Male,Other,3.5
1454,23,Male,Student,6.9
1455,29,Male,Software Engineer,3.7
1456,39,Male,Marketing Specialist,6.1
1457,33,Female,Marketing Specialist,9.4
1458,30,Female,Data Analyst,9.5
1459,37,Male,Student,4.6
1460,38,Male,Other,7.2
1461,17,Male,Data Analyst,6.2
1462,42,Female,Designer,9.0
1463,25,Female,Other,4.8
1464,17,Male,Data Analyst,3.0
1465,41,Female,Student,4.1
1466,32,Female,Marketing Specialist,5.4
1467,23,Female,Other,5.1
1468,16,Female,Data Analyst,8.4
1469,24,Male,Student,7.6
1470,26,Female,Student,5.0
1471,37,Male,Data Analyst,6.1
1472,31,Female,Designer,3.6
1473,22,Female,Designer,9.1
1474,44,Female,Designer,9.4
1475,25,Female,Other,9.7
1476,38,Male,Marketing Specialist,8.9
1477,41,Female,Data Analyst,4.2
1478,18,Other,Student,3.3
1479,33,Female,Data Analyst,6.9
1480,40,Male,Marketing Specialist,9.2
1481,39,Male,Student,4.2
1482,28,Male,Marketing Specialist,3.0
1483,43,Female,Designer,8.5
1484,41,Female,Other,3.5
1485,22,Male,Student,5.8
1486,40,Female,Other,7.6
1487,19,Female,Designer,4.6
1488,28,Female,Software Engineer,3.6
1489,35,Female,Marketing Specialist,8.2
1490,16,Female,Marketing Specialist,7.3
1491,23,Female,Student,9.7
1492,29,Male,Data Analyst,5.3
1493,31,Female,Student,3.4
1494,29,Female,Other,8.0
1495,27,Female,Student,6.5
1496,34,Female,Student,4.4
1497,38,Female,Student,8.3
1498,30,Male,Other,4.4
1499,43,Male,Data Analyst,4.8
1500,17,Male,Other,3.6
1501,17,Male,Other,5.7
1502,38,Female,Designer,5.8
1503,37,Other,Data Analyst,6.5
1504,34,Male,Marketing Specialist,7.8
1505,40,Male,Designer,9.2
1506,41,Female,Software Engineer,3.9
1507,44,Male,Data Analyst,3.4
1508,37,Female,Student,3.1
1509,41,Female,Designer,4.0
1510,41,Female,Data Analyst,7.5
1511,37,Male,Student,7.9
1512,32,Male,Other,8.3
1513,35,Female,Software Engineer,4.7
1514,25,Female,Marketing Specialist,5.1
1515,21,Male,Other,6.3
1516,30,Female,Student,3.4
1517,37,Male,Student,7.2
1518,26,Female,Software Engineer,9.7
1519,43,Male,Marketing Specialist,5.5
1520,20,Female,Student,8.1
1521,16,Male,Designer,6.4
1522,23,Male,Marketing Specialist,3.9
1523,36,Male,Data Analyst,7.0
1524,43,Male,Student,5.0
1525,27,Female,Data Analyst,3.2
1526,27,Other,Student,7.3
1527,20,Male,Data Analyst,8.8
1528,22,Male,Marketing Specialist,5.3
1529,19,Female,Data Analyst,5.7
1530,21,Female,Student,9.1
1531,28,Female,Student,8.5
1532,35,Male,Student,7.9
1533,30,Male,Marketing Specialist,4.7
1534,18,Female,Student,9.2
1535,38,Male,Student,4.1
1536,23,Female,Other,7.3
1537,35,Male,Student,3.2
1538,31,Female,Data Analyst,7.4
1539,28,Male,Designer,4.9
1540,33,Female,Data Analyst,6.1
1541,43,Female,Designer,5.3
1542,25,Female,Data Analyst,4.2
1543,34,Male,Marketing Specialist,7.2
1544,32,Female,Data Analyst,9.0
1545,39,Female,Marketing Specialist,9.5
1546,34,Female,Marketing Specialist,4.3
1547,43,Female,Student,7.9
1548,41,Female,Student,7.5
1549,38,Female,Designer,5.3
1550,41,Male,Student,3.1
1551,20,Female,Student,7.7
1552,41,Female,Other,9.4
1553,36,Male,Marketing Specialist,7.3
1554,38,Male,Marketing Specialist,6.0
1555,24,Male,Designer,6.6
1556,27,Female,Data Analyst,4.4
1557,36,Female,Data Analyst,8.1
1558,16,Female,Student,8.1
1559,41,Female,Software Engineer,4.0
1560,41,Male,Software Engineer,9.0
1561,16,Male,Data Analyst,4.8
1562,30,Male,Software Engineer,9.7
1563,17,Male,Other,5.6
1564,37,Male,Data Analyst,4.2
1565,31,Male,Marketing Specialist,5.4
1566,40,Female,Student,6.0
1567,23,Female,Student,3.5
1568,28,Other,Student,6.9
1569,36,Female,Data Analyst,7.1
1570,16,Female,Other,8.0
1571,31,Male,Data Analyst,3.2
1572,44,Female,Student,6.7
1573,22,Female,Other,3.4
1574,20,Male,Other,7.8
1575,37,Male,Other,3.4
1576,44,Female,Designer,9.2
1577,38,Male,Data Analyst,7.8
1578,18,Female,Software Engineer,6.5
1579,27,Female,Software Engineer,6.0
1580,41,Male,Data Analyst,3.9
1581,31,Male,Data Analyst,5.0
1582,34,Male,Designer,8.9
1583,20,Male,Software Engineer,9.2
1584,37,Male,Data Analyst,3.0
1585,40,Female,Data Analyst,7.0
1586,44,Male,Designer,7.9
1587,29,Female,Designer,7.2
1588,43,Male,Student,3.6
1589,20,Female,Designer,4.5
1590,30,Male,Student,4.7
1591,32,Male,Software Engineer,8.7
1592,29,Female,Student,6.1
1593,35,Female,Student,6.3
1594,20,Male,Data Analyst,9.4
1595,27,Female,Data Analyst,7.3
1596,31,Male,Student,9.1
1597,41,Female,Designer,6.1
1598,41,Male,Other,4.0
1599,31,Male,Other,9.3
1600,36,Female,Data Analyst,6.1
1601,22,Female,Other,4.2
1602,19,Male,Marketing Specialist,5.1
1603,16,Female,Student,3.3
1604,20,Female,Student,6.2
1605,38,Male,Student,8.8
1606,41,Female,Software Engineer,9.3
1607,25,Male,Designer,9.3
1608,37,Female,Designer,3.9
1609,20,Female,Student,5.6
1610,19,Female,Data Analyst,3.2
1611,17,Male,Data Analyst,8.8
1612,35,Male,Marketing Specialist,5.4
1613,25,Male,Marketing Specialist,7.3
1614,41,Male,Designer,7.9
1615,34,Male,Marketing Specialist,5.9
1616,41,Female,Student,5.1
1617,16,Male,Marketing Specialist,9.5
1618,39,Male,Student,9.6
1619,20,Female,Marketing Specialist,5.0
1620,28,Male,Designer,6.3
1621,19,Female,Designer,9.6
1622,31,Male,Student,3.0
1623,39,Female,Student,5.8
1624,31,Male,Designer,3.7
1625,38,Male,Student,6.5
1626,17,Female,Data Analyst,3.2
1627,32,Male,Student,5.8
1628,43,Female,Other,4.5
1629,42,Male,Designer,6.6
1630,35,Male,Software Engineer,9.8
1631,39,Female,Data Analyst,8.4
1632,27,Male,Student,8.8
1633,33,Female,Designer,7.3
1634,18,Other,Student,3.3
1635,43,Female,Other,4.4
1636,16,Female,Marketing Specialist,9.3
1637,16,Male,Other,5.5
1638,44,Male,Software Engineer,3.7
1639,34,Male,Student,7.8
1640,26,Female,Data Analyst,5.0
1641,20,Other,Other,4.8
1642,27,Male,Student,9.8
1643,18,Female,Software Engineer,8.8
1644,16,Male,Student,5.8
1645,16,Female,Designer,9.7
1646,23,Male,Marketing Specialist,7.4
1647,25,Other,Data Analyst,8.0
1648,26,Female,Student,3.2
1649,27,Male,Student,3.8
1650,44,Male,Designer,7.3
1651,28,Male,Designer,9.1
1652,27,Male,Data Analyst,7.2
1653,29,Male,Designer,3.9
1654,17,Female,Student,3.8
1655,44,Female,Student,8.7
1656,34,Female,Data Analyst,3.9
1657,33,Male,Designer,6.5
1658,18,Female,Designer,3.3
1659,38,Female,Student,3.5
1660,32,Male,Marketing Specialist,7.6
1661,41,Female,Marketing Specialist,7.7
1662,23,Female,Other,5.3
1663,44,Male,Designer,4.5
1664,41,Male,Student,8.5
1665,25,Female,Data Analyst,4.5
1666,41,Male,Designer,6.7
1667,17,Female,Software Engineer,9.6
1668,34,Female,Data Analyst,4.0
1669,24,Female,Other,9.4
1670,22,Male,Marketing Specialist,4.2
1671,19,Male,Designer,6.9
1672,41,Female,Student,5.6
1673,36,Female,Software Engineer,9.6
1674,33,Male,Designer,4.9
1675,28,Female,Other,5.7
1676,26,Female,Student,9.7
1677,44,Male,Software Engineer,6.6
1678,39,Male,Other,6.4
1679,19,Female,Designer,4.8
1680,40,Male,Student,7.8
1681,36,Male,Software Engineer,3.1
1682,44,Male,Student,3.3
1683,40,Male,Student,7.1
1684,19,Female,Software Engineer,5.3
1685,25,Female,Software Engineer,9.5
1686,20,Male,Student,9.1
1687,24,Female,Other,7.9
1688,39,Female,Marketing Specialist,8.6
1689,18,Female,Software Engineer,7.5
1690,32,Male,Designer,3.9
1691,18,Male,Data Analyst,8.2
1692,31,Other,Student,4.4
1693,19,Female,Student,5.2
1694,33,Male,Student,8.6
1695,32,Male,Student,6.6
1696,22,Male,Marketing Specialist,8.8
1697,39,Female,Student,4.4
1698,38,Female,Software Engineer,7.1
1699,20,Female,Student,3.6
1700,27,Male,Student,7.4
1701,32,Female,Student,8.2
1702,38,Female,Data Analyst,7.0
1703,28,Male,Designer,4.8
1704,38,Female,Software Engineer,3.2
1705,40,Other,Student,3.8
1706,18,Male,Student,7.2
1707,24,Female,Other,9.4
1708,32,Male,Designer,4.4
1709,32,Female,Software Engineer,8.0
1710,35,Female,Student,8.9
1711,31,Female,Marketing Specialist,6.5
1712,40,Female,Data Analyst,7.6
1713,37,Male,Marketing Specialist,8.5
1714,28,Female,Data Analyst,4.8
1715,42,Female,Student,5.0
1716,34,Male,Software Engineer,3.0
1717,32,Female,Student,9.5
1718,19,Female,Data Analyst,9.2
1719,27,Male,Data Analyst,8.2
1720,44,Female,Data Analyst,3.5
1721,24,Female,Designer,6.0
1722,34,Male,Student,3.7
1723,27,Other,Software Engineer,3.1
1724,24,Male,Student,7.2
1725,22,Male,Student,9.5
1726,43,Male,Marketing Specialist,9.1
1727,29,Female,Data Analyst,7.7
1728,35,Female,Other,3.7
1729,34,Male,Data Analyst,4.9
1730,41,Male,Data Analyst,5.2
1731,30,Female,Other,8.2
1732,31,Male,Student,8.5
1733,36,Female,Marketing Specialist,5.6
1734,20,Female,Student,5.8
1735,18,Female,Other,3.3
1736,27,Other,Designer,5.0
1737,40,Male,Software Engineer,6.1
1738,35,Other,Other,3.8
1739,42,Female,Student,6.1
1740,36,Female,Student,8.8
1741,19,Male,Designer,7.0
1742,36,Female,Designer,3.5
1743,38,Male,Designer,4.3
1744,31,Male,Data Analyst,6.2
1745,40,Male,Software Engineer,5.5
1746,22,Female,Student,5.4
1747,28,Female,Student,6.6
1748,36,Female,Designer,7.0
1749,25,Female,Student,8.4
1750,41,Male,Software Engineer,5.3
1751,22,Female,Software Engineer,8.5
1752,29,Male,Marketing Specialist,5.3
1753,41,Female,Other,3.4
1754,20,Female,Other,6.8
1755,18,Female,Marketing Specialist,7.0
1756,38,Female,Student,9.4
1757,44,Male,Other,7.9
1758,26,Male,Software Engineer,9.2
1759,26,Female,Software Engineer,9.2
1760,33,Male,Other,7.1
1761,30,Male,Software Engineer,6.6
1762,27,Female,Marketing Specialist,6.8
1763,24,Female,Designer,9.7
1764,25,Male,Designer,8.3
1765,41,Male,Student,3.7
1766,27,Female,Designer,8.3
1767,32,Female,Data Analyst,4.2
1768,44,Male,Marketing Specialist,6.0
1769,21,Male,Software Engineer,4.4
1770,22,Male,Other,7.7
1771,29,Male,Designer,9.0
1772,28,Male,Marketing Specialist,5.0
1773,23,Female,Designer,3.6
1774,25,Female,Student,5.0
1775,24,Female,Software Engineer,7.6
1776,33,Male,Student,5.2
1777,42,Female,Software Engineer,4.9
1778,41,Male,Marketing Specialist,4.3
1779,17,Other,Student,6.4
1780,20,Female,Designer,4.9
1781,44,Male,Designer,8.0
1782,20,Female,Data Analyst,3.5
1783,21,Male,Other,7.5
1784,34,Female,Student,4.6
1785,23,Male,Designer,6.3
1786,31,Male,Marketing Specialist,4.9
1787,28,Female,Student,7.9
1788,16,Male,Other,9.4
1789,37,Female,Marketing Specialist,9.2
1790,35,Male,Student,7.0
1791,32,Female,Data Analyst,6.1
1792,22,Female,Designer,8.6
1793,40,Female,Marketing Specialist,7.6
1794,28,Male,Other,4.2
1795,19,Male,Software Engineer,8.6
1796,19,Male,Student,5.9
1797,21,Male,Other,4.3
1798,43,Female,Marketing Specialist,4.9
1799,34,Female,Student,4.8
1800,44,Female,Designer,6.5
1801,27,Female,Software Engineer,4.6
1802,37,Female,Data Analyst,3.8
1803,22,Female,Other,3.8
1804,42,Male,Data Analyst,7.0
1805,25,Female,Software Engineer,8.0
1806,41,Female,Student,5.2
1807,34,Female,Designer,3.2
1808,22,Male,Marketing Specialist,3.9
1809,18,Male,Software Engineer,9.2
1810,28,Male,Student,6.4
1811,28,Female,Student,6.1
1812,33,Female,Data Analyst,3.3
1813,43,Male,Other,8.0
